,Gender,Edu_level,Years_experience,Salary,J_Back end Developer,J_Data Analyst,J_Data Scientist,J_Financial Manager,J_Front end Developer,J_Full Stack Engineer,J_Human Resources Manager,J_Junior Sales Associate,J_Marketing Analyst,J_Marketing Coordinator,J_Marketing Manager,J_Operations Manager,J_Product Manager,J_Senior Project Engineer,J_Senior Software Engineer,J_Software Developer,J_Software Engineer,J_Software Engineer Manager,Gender_e
1153,Female,Master,6.0,155000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1154,Male,Bachelor,12.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1155,Female,Bachelor,2.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1156,Male,Bachelor,8.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1157,Female,Bachelor,6.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1158,Male,Bachelor,9.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1159,Female,Bachelor,3.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,Male,Master,10.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Male,Bachelor,4.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1162,Female,Bachelor,5.0,125000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1163,Male,Master,6.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1164,Female,Bachelor,9.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1165,Male,Bachelor,7.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Female,Bachelor,12.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1167,Male,Bachelor,5.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1168,Female,Master,6.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1169,Male,PhD,14.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1170,Male,Bachelor,3.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Female,Bachelor,8.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1172,Male,Master,9.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Female,Bachelor,7.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,Male,Bachelor,10.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1175,Female,Master,6.0,155000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,Male,Bachelor,12.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1177,Female,Bachelor,2.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,Male,Bachelor,8.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1179,Female,Bachelor,6.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,Male,Bachelor,9.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1181,Female,Bachelor,3.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,Male,Master,10.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,Male,Bachelor,4.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1184,Female,Bachelor,5.0,125000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,Male,Master,6.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1186,Female,Bachelor,9.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,Male,Bachelor,7.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Female,Bachelor,12.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1189,Male,Bachelor,5.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1190,Female,Master,6.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1191,Male,PhD,14.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1192,Male,Bachelor,3.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Female,Bachelor,8.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1194,Male,Master,9.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Female,Bachelor,7.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,Male,Bachelor,10.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1197,Female,Master,6.0,155000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,Male,Bachelor,12.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1199,Female,Bachelor,2.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,Male,Bachelor,8.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1201,Male,Bachelor,7.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1202,Male,PhD,18.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1203,Female,Master,5.0,110000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,Male,PhD,16.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1205,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Male,Master,8.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1208,Female,PhD,12.0,175000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,Female,Master,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1210,Male,Bachelor,4.0,95000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Male,PhD,20.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1212,Male,Master,11.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1213,Male,Master,9.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1214,Male,PhD,19.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,Female,Bachelor,2.0,75000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1216,Female,Master,3.0,90000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1217,Female,Master,9.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1218,Male,Bachelor,5.0,115000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1220,Female,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1221,Male,Bachelor,4.0,115000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1222,Male,PhD,14.0,180000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1224,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1225,Male,PhD,19.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1226,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,Female,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1228,Female,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1229,Female,Master,8.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1231,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1232,Male,PhD,15.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1233,Male,PhD,14.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1234,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Female,Bachelor,1.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1236,Male,PhD,20.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1237,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1238,Female,Master,11.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1239,Male,Bachelor,1.0,55000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Male,PhD,17.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1241,Female,Master,3.0,90000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,Female,Bachelor,5.0,105000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1243,Male,Master,6.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Female,PhD,16.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1245,Female,Master,1.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1246,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1247,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Male,Master,8.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1249,Female,PhD,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1250,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1251,Male,Master,6.0,125000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1253,Male,Bachelor,3.0,90000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Female,Bachelor,3.0,85000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1256,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1257,Female,Master,11.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1258,Male,PhD,19.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1259,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1260,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1261,Female,PhD,14.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1262,Female,Master,3.0,95000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,Male,Bachelor,1.0,55000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1265,Female,Master,5.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,Male,PhD,16.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1267,Male,PhD,14.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1268,Female,Master,2.0,75000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1269,Male,PhD,17.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1270,Female,Master,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1271,Male,PhD,12.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1272,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Male,PhD,15.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1274,Female,Bachelor,1.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1275,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1276,Male,Bachelor,5.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Male,PhD,20.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1278,Male,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1279,Female,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1280,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1281,Female,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1282,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1285,Male,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1286,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Male,Master,9.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1288,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1289,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1290,Female,Master,10.0,155000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1291,Male,Master,6.0,125000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Female,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1293,Male,Bachelor,4.0,95000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Female,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1295,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1296,Male,PhD,14.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1297,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1299,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1300,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1301,Female,Master,4.0,110000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1302,Female,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1303,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1304,Male,PhD,20.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1305,Male,PhD,19.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1306,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1307,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1308,Female,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1309,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1310,Female,Bachelor,1.0,55000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1312,Female,Master,5.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1313,Female,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1314,Female,Master,6.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,Female,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1316,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1320,Male,PhD,17.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1321,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1323,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1324,Male,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1325,Female,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1326,Female,Master,8.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1327,Female,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1328,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Male,PhD,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,Male,Bachelor,4.0,95000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Female,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1332,Male,Master,12.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1333,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1334,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1335,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Female,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1337,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1338,Female,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1339,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Female,Master,3.0,90000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,Male,PhD,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1342,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1343,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1344,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1345,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1346,Male,PhD,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1347,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1348,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1349,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1350,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1351,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1354,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1357,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1358,Male,Master,6.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1360,Male,PhD,12.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1361,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1362,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,Female,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1365,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1366,Female,Master,4.0,110000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1367,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Male,Master,9.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1369,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1370,Male,PhD,17.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1371,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Male,Bachelor,4.0,95000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1374,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1375,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1376,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1377,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1378,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1379,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1381,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1382,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1383,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1384,Female,Bachelor,1.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1385,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1387,Female,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1388,Female,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1389,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1390,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,Male,PhD,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1392,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
